432	3
433	2
435	1
436	3
437	3
439	2
440	1
441	1
442	4
443	1
445	3
446	2
447	1
449	1
450	2
451	4
452	1
454	1
456	3
457	3
459	2
460	1
461	1
462	3
464	1
465	1
466	1
467	2
468	4
469	4
470	1
471	2
474	1
478	2
481	1
482	1
484	2
485	2
486	1
487	1
488	1
491	2
492	1
493	1
495	1
500	2
501	1
502	2
503	3
505	2
506	1
507	1
508	1
510	1
511	3
512	1
514	1
517	1
518	2
519	1
523	2
524	1
525	2
526	1
530	1
531	1
532	1
536	1
538	1
542	2
544	1
546	1
547	1
548	1
549	3
551	1
553	1
557	1
558	1
559	1
564	1
565	1
568	1
569	1
572	1
573	2
577	1
580	1
581	3
584	1
586	1
587	2
588	2
589	1
590	3
591	2
592	1
594	1
595	2
597	1
598	1
602	1
603	1
604	1
608	2
609	1
610	1
612	1
613	1
614	1
615	2
616	3
618	1
627	1
633	1
634	1
635	1
637	1
639	1
640	1
642	2
644	3
648	2
649	1
651	1
652	1
655	1
662	3
663	4
666	1
667	1
669	4
671	2
672	3
676	1
691	1
693	1
696	2
697	1
699	1
700	1
701	1
702	1
704	1
706	1
707	1
710	1
716	1
718	2
720	1
726	2
727	1
730	2
735	1
737	1
740	1
741	1
744	1
747	2
750	2
751	1
753	2
755	2
757	1
758	1
762	2
767	1
768	1
772	2
775	1
780	1
781	1
786	1
790	1
795	1
796	1
802	2
806	1
807	1
808	1
816	1
820	1
823	1
825	1
830	1
833	1
835	1
840	2
843	1
848	1
850	2
858	1
864	1
874	1
877	1
882	1
885	1
896	2
900	1
901	1
902	1
903	1
920	1
922	1
925	1
937	1
949	1
950	1
951	2
952	1
953	2
954	1
957	2
962	1
963	1
968	1
969	1
972	1
975	1
978	1
986	2
990	1
999	1
1001	2
1010	2
1016	1
1017	1
1025	1
1026	1
1043	1
1046	1
1049	1
1053	1
1056	1
1058	1
1059	1
1060	1
1062	1
1066	1
1073	1
1076	1
1083	1
1086	1
1089	1
1093	1
1095	1
1106	1
1108	2
1126	1
1138	1
1143	1
1147	1
1154	1
1161	1
1164	1
1177	1
1178	1
1182	2
1188	1
1195	1
1198	1
1215	1
1220	1
1229	1
1231	1
1239	1
1258	2
1259	1
1266	1
1267	1
1279	1
1304	1
1352	1
1361	1
1387	1
1390	1
1409	1
1411	1
1416	1
1419	1
1440	1
1451	1
1459	1
1474	1
1476	1
1507	1
1526	1
1540	1
1542	1
1543	1
1547	1
1559	1
1586	1
1600	1
1602	1
1625	1
1643	1
1663	1
1686	1
1695	1
1715	1
1723	1
1731	1
1735	1
1781	1
1784	1
1785	1
1787	1
1793	1
1795	1
1843	1
1850	1
1860	1
1869	1
1892	1
1903	1
1905	1
1910	1
1928	1
1944	1
1960	1
1974	1
1975	1
1990	1
2016	1
2027	1
2069	1
2080	1
2095	1
2109	1
2126	1
2142	1
2157	1
2162	2
2186	1
2208	1
2232	1
2301	1
2318	2
2325	1
2331	1
2414	1
2457	1
2554	1
2564	1
2590	1
2598	1
2630	1
2636	1
2638	1
2684	1
2686	1
2700	1
2749	1
2907	1
3012	1
3144	1
3365	1
3488	1
3515	1
3571	1
3980	1
4061	1
4105	1
4174	1
4278	1
4555	1
5129	1
5952	1
7849	1
10399	1
11107	1
14373	1
28398	1
